phy_id,oneline,county_fips,county_name,lat,lon,status
25296,"200 South Houston Lake Road (Suite B) Warner Robins, GA 3",13153,Houston County,32.611360445369,-83.67870069328,matched
24288,"104 Moore Street- Murdy Hall Oxford, GA 30054",13217,Newton County,33.618077279261,-83.87580126508,matched
60330,"1670 Clairmont Rd. Decatur, GA 30033",13089,DeKalb County,33.802761390228,-84.310492814735,matched
56406,"250 Georgia Avenue SE ste. 206 Atlanta, GA 30312",13121,Fulton County,33.736776710408,-84.378479165324,matched
92853,"4166 Buford Hwy Atlanta, GA 30345",13089,DeKalb County,33.863052441868,-84.306332868706,matched
42560,"1049 N Houston Rd Warner Robins, GA 31093",13153,Houston County,32.642333935328,-83.641539940395,matched
74772,"107 Peacock Drive Warner Robins, GA 31088",13153,Houston County,32.61771649055,-83.652228256164,matched
69177,"1700 Hospital S Drive #500 Austell, GA 30106",13067,Cobb County,33.856010650749,-84.603813696685,matched
96058,"960 North Point Pkwy Alpharetta, GA 30005",13121,Fulton County,34.078304376849,-84.260500306952,matched
35112,"100 Frist Ct. Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
74323,"100 Frist Ct. Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
63984,"2292 Peachtree Rd NW Atlanta, GA 30309",13121,Fulton County,33.816450714009,-84.390304593028,matched
59584,"1364 Clifton Rd NE Altanta, GA 30322",13089,DeKalb County,33.7952,-84.3248,zip_fallback
91068,"4028 GA 5 Douglasville Douglasville, GA 30135",13097,Douglas County,33.694050891547,-84.795557128542,matched
89671,"1700 Northside Drive, Suite A7 PMB 2613 Atlanta, GA 30318",13121,Fulton County,33.800327274994,-84.407898192243,matched
57325,"5775 Peachtree Dunwoody Road, Suite C200 Atlanta, GA 30",13121,Fulton County,33.911935596663,-84.352906276328,matched
22223,"696 Windy Hill Road Smyrna, GA 30080",13067,Cobb County,33.894389275922,-84.532718281918,matched
73055,"5151 Brook Hollow Pkwy, Ste 145 Norcross, GA 30071",13135,Gwinnett County,33.929794373977,-84.179075899632,matched
44513,"3425 Buford Dr. Buford, GA 30519",13135,Gwinnett County,34.075565399035,-83.983870808825,matched
54774,"6325 Hospital Parkway Johns Creek, GA 30097",13121,Fulton County,34.067963200209,-84.175562992227,matched
74792,"1364 Clifton Road NE Atlanta, GA 30322",13089,DeKalb County,33.7952,-84.3248,zip_fallback
69143,"3999 Austell Rd (Suite 901) Austell, GA 30106",13067,Cobb County,33.856977079908,-84.60115890365,matched
74533,"5665 Peachtree Dunwoody Rd NE Atlanta, GA 30342",13121,Fulton County,33.908370932613,-84.35178498113,matched
48556,"6507 Professional Place Riverdale, GA 30274",13063,Clayton County,33.577443747738,-84.396185922707,matched
72174,"Sawgrass Drive Lithonia, GA 30038",13089,DeKalb County,33.6823,-84.161,zip_fallback
86000,"5582 Memorial Drive Stone Mountain, GA 30083",13089,DeKalb County,33.800909321865,-84.210863260289,matched
65711,"3200 Highland Pkwy SE, Suite 400 Smyrna, Ga 30082",13067,Cobb County,33.827357588999,-84.497094089617,matched
49344,"550 Peachtree St NE Atlanta, GA 30308",13121,Fulton County,33.769677722421,-84.38522147589,matched
81829,"1350 Walton Way Augusta, GA 30901",13245,Richmond County,33.4601,-81.973,zip_fallback
54276,"3855 Pleasant Hill Road, Suite 470 Duluth, GA 30096",13135,Gwinnett County,33.995738845402,-84.162545614216,matched
26176,"6572 River Park Drive, Suite 101 Riverdale, GA 30274",13063,Clayton County,33.576681531361,-84.399128041987,matched
48099,"2000 Clearview Ave. Suite 111 Doraville, GA 30340",13089,DeKalb County,33.901320024535,-84.274094408745,matched
28850,"3280 Old Alabama Rd. Johns Creek, GA 30022",13121,Fulton County,34.021597970816,-84.264384041967,matched
15580,"993-D Johnson Ferry Rd, Suite 360 Atlanta, GA 30342",13121,Fulton County,33.907800574536,-84.355158688892,matched
48985,"3469 Lawrenceville Hwy Ste. 103 Tucker, GA 30084",13089,DeKalb County,33.840318023664,-84.234713959712,matched
74324,"3890 Johns Creek Pkwy Suite 320 Suwanee, GA 30024",13117,Forsyth County,34.067020037161,-84.162508589565,matched
78830,"4166 Buford Hwy Ste.1102-1103 Atlanta, GA 30345",13089,DeKalb County,33.863052441868,-84.306332868706,matched
64733,"1046 Ridge Avenue SW Atlanta, GA 30315",13121,Fulton County,33.726040018242,-84.391822210727,matched
74457,"550 Peachtree St NE Atlanta, GA 30308",13121,Fulton County,33.769677722421,-84.38522147589,matched
81524,"5670 Peachtree Dunwoody Road, Suite 1100 Atlanta, GA 30",13121,Fulton County,33.907853331925,-84.352194403218,matched
47295,"134 Ansley Dr Suite 100 Dahlonega, GA 30533",13187,Lumpkin County,34.523588456737,-83.978152588314,matched
45158,"2054 Watson Blvd Warner Robins, GA 31093",13153,Houston County,32.618400080557,-83.652223542523,matched
34896,"2300 Manchester Expwy, Ste 2001 Columbus, GA 31909",13215,Muscogee County,32.506898123212,-84.959417152941,matched
42527,"903 N Court St Quitman, GA 31643",13027,Brooks County,30.795251741758,-83.559461360404,matched
45339,"1050 Valdosta Hwy Homerville, GA 31634",13065,Clinch County,31.0509,-82.7613,zip_fallback
55984,"1500 East Shotwell Street Bainbridge, GA 39819",13087,Decatur County,30.903838891204,-84.553625308577,matched
59451,"90 E Stephens Street Camilla, GA 31730",13205,Mitchell County,31.229304408355,-84.206314892078,matched
35221,"222 Perry Hwy Hawkinsville, GA 31036",13235,Pulaski County,32.296982581266,-83.488209809883,matched
79277,"2501 N Patterson St Valdosta, GA 31602",13185,Lowndes County,30.861670540771,-83.28881183844,matched
56188,"223 Medical Center Drive Riverdale, GA 30274",13063,Clayton County,33.577664898429,-84.396771787442,matched
91750,"223 Medical Center Dr Riverdale, GA 30274",13063,Clayton County,33.577664898429,-84.396771787442,matched
73048,"200 S. Enota Drive Gainsville, GA 30501",13139,Hall County,34.306288742515,-83.817245882921,matched
79564,"2467 Old Cornelia Highway Gainesville, GA 30507",13139,Hall County,34.313322559471,-83.774954287753,matched
79274,"88 Lindsey Lane Suite Unit C St. Marys, GA 31558",13039,Camden County,30.7305,-81.5465,zip_fallback
27248,"605 Old Norcross Rd Lawrenceville, GA 30046",13135,Gwinnett County,33.959035549812,-84.010085858393,matched
41465,"2416 Capstone Ct Columbus, GA 31909",13215,Muscogee County,32.553234818816,-84.954996642602,matched
77170,"3850 Windermere Pkwy, Suite 105 Cumming, GA 30041",13117,Forsyth County,34.2037,-84.1031,zip_fallback
77505,"2850 Windermere Pkwy Ste 105 Cumming, GA 30041",13117,Forsyth County,34.2037,-84.1031,zip_fallback
83652,"3747 Roswell Rd Marietta, GA 30062",13067,Cobb County,33.979145739704,-84.445482367306,matched
54181,"120 Greystone Power Blvd Dallas, GA 30157",13223,Paulding County,33.90078244107,-84.800983118248,matched
59135,"110 Oak Hill Boulevard Newnan, GA 30265",13077,Coweta County,33.401928300538,-84.709999985236,matched
49463,"3000 Hospital Blvd Roswell, GA 30016",13121,Fulton County,34.062320788891,-84.320422017783,matched
87556,"600 Celebrate Life Pkwy Newnan, GA 30265",13077,Coweta County,33.3958,-84.7121,zip_fallback
90886,"5353 Reynolds St., Suite 107 Savannah, GA 31405",13051,Chatham County,32.0391,-81.1242,zip_fallback
68032,"123 Three Rivers Dr Rome, GA 30161",13115,Floyd County,34.2507,-85.1465,zip_fallback
74143,"3451 Cobb Pkwy NW, Suite A Acworth, GA 30101",13067,Cobb County,34.0756,-84.6477,zip_fallback
22122,"250 Bray St Athens, GA 30601",13059,Clarke County,33.972294935189,-83.364711564035,matched
37820,"640 N Main Street Pearson, GA 31642",13003,Atkinson County,31.305482615715,-82.850560651825,matched
58995,"501 Redmond Rd Rome, GA 30165",13115,Floyd County,34.278145974933,-85.193326616105,matched
29263,"120 Gordon Street Washington, GA 30673",13317,Wilkes County,33.729448675952,-82.743630866296,matched
89123,"35 Hospital Rd Blairsville, GA 30512",13291,Union County,34.885573419806,-83.961593809776,matched
16544,"35 Hospital Rd Blairsville, GA 30512",13291,Union County,34.885573419806,-83.961593809776,matched
48161,"304 Turner McCall Blvd., SW Rome, GA 30165",13115,Floyd County,34.260352831473,-85.178957927406,matched
23266,"35 Hospital Road Blairsville, Ga 30512",13291,Union County,34.885573419806,-83.961593809776,matched
87811,"304 Turner McCall Blvd Rome, GA 30165",13115,Floyd County,34.260352831473,-85.178957927406,matched
90885,"2727 Paces Ferry Road Atlanta, GA 30339",13067,Cobb County,33.865409965723,-84.474459215019,matched
41532,"101 Riverstone Vista Blue Ridge, GA 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
32100,"191 Medical Blvd. Stockbridge, GA 30281",13151,Henry County,33.512148594315,-84.225170702463,matched
80011,"1101 Ocilla Rd. Douglas, Ga 31533",13069,Coffee County,31.509608155723,-82.8633676691,matched
25219,"420 E 2nd Ave Ste.103 Rome, GA 30161",13115,Floyd County,34.247462233129,-85.169331270944,matched
74144,"3651 Wheeler Rd Augusta, GA 30909",13245,Richmond County,33.482722274457,-82.092763636709,matched
33707,"13081 Hwy 9 N Alpharetta, GA 30004",13121,Fulton County,34.106527745314,-84.269386871377,matched
66775,"5885 Glenridge Dr Ste.100 Atlanta, GA 30328",13121,Fulton County,33.916534328564,-84.362380838384,matched
69293,"10105 Westside Pkwy Alpharetta, GA 30009",13121,Fulton County,34.048385077072,-84.30499183858,matched
73501,"89 Interchange Dr Richmond Hill, 31324 Bryan",13029,Bryan County,31.92861240054,-81.329060738157,matched
65539,"600 Celebrate Life Pkwy. Newnan, GA 30265",13077,Coweta County,33.3958,-84.7121,zip_fallback
83144,"2501 N Patterson St Valdosta, GA 31602",13185,Lowndes County,30.861670540771,-83.28881183844,matched
65884,"699 Church Street Marietta, GA 30060",13067,Cobb County,33.969259170579,-84.550400256677,matched
65539,"600 Celebrate Life Pkwy Newnan, GA 30265",13077,Coweta County,33.3958,-84.7121,zip_fallback
65884,"699 Church St Marietta, GA 30060",13067,Cobb County,33.969259170579,-84.550400256677,matched
72164,"908 Hillcrest Pkwy Dublin, GA 31021",13175,Laurens County,32.548016541003,-82.928047350969,matched
65586,"3200 Riverside Drive Macon, GA 31210",13021,Bibb County,32.892007176727,-83.67817492205,matched
51025,"907 North Court St. Quitman, GA 31643",13027,Brooks County,30.795384750012,-83.559455627402,matched
60193,"1314 Concord Road SE Smyrna, Ga 30080",13067,Cobb County,33.880206433065,-84.515364183277,matched
51656,"5505 Peachtree Dunwoody Rd Atlanta, GA 30342",13121,Fulton County,33.9033775764,-84.352858610342,matched
63788,"4445 S. Lee Street, Suite 105 Buford, Ga 30518",13135,Gwinnett County,34.103581295445,-84.002312007934,matched
63788,"4445 S Lee Street, Suite 105 Buford, GA 30518",13135,Gwinnett County,34.103581295445,-84.002312007934,matched
82449,"1230 Peachtree St. NE Promenade II, 19th Floor Atlanta, GA",,,,,no_match
65447,"3708 Northside Drive Macon, GA 31210",13021,Bibb County,32.897149342881,-83.692169749199,matched
89599,"1601 Watson Blvd. Warner Robins, GA 31093",13153,Houston County,32.618150488432,-83.629517598086,matched
74769,"130 Byrd Way Warner Robins, GA 31088",13153,Houston County,32.610606227249,-83.685682793415,matched
35241,"2151 W. Spring Street Monroe, GA 30655",13297,Walton County,33.7883,-83.7013,zip_fallback
67729,"504 Gordon Avenue Thomasville, GA 31792",13275,Thomas County,30.82966160837,-83.975469301453,matched
24680,"5949 Buford Hwy Norcross, GA 30071",13135,Gwinnett County,33.935235055212,-84.215721267177,matched
60360,"4700 Waters Ave. Savannah, GA 31404",13051,Chatham County,32.032184665739,-81.09162268514,matched
61054,"600 Celebrate Life Parkway Newnan, GA 30265",13077,Coweta County,33.3958,-84.7121,zip_fallback
28160,"760 26th Avenue SE Moultrie, GA 31768",13071,Colquitt County,31.137288739599,-83.774019686837,matched
64600,"725 Jesse Jewell Pkwy SE Gainesville, GA 30501-3834",13139,Hall County,34.300753130354,-83.818572027734,matched
29510,"10 Main Street Market Place Cartersville, GA 30121",13015,Bartow County,34.2079,-84.7673,zip_fallback
63947,"3747 Roswell Road Marietta, GA 30067",13067,Cobb County,33.979145739704,-84.445482367306,matched
52583,"1420 Mineral Springs Road Dalton, GA 30720",13313,Whitfield County,34.754155445552,-84.995992434991,matched
69071,"800 First Street Macon, GA 31201",13021,Bibb County,32.832192921117,-83.634963444436,matched
63786,"1075 Lafayette Pwky, Suite 100 LaGrange, GA 30241",13285,Troup County,33.039713185418,-85.020658504016,matched
55300,"101 Harris Ind Blvd, Suite C Vidalia, Ga 30474",13279,Toombs County,32.204213887939,-82.378687164078,matched
76521,"107-B Upper Riverdale Rd Riverdale, Ga 30274",13063,Clayton County,33.5531,-84.4003,zip_fallback
46122,"1935 Homer Road Commerce, GA 30529",13157,Jackson County,34.231866124397,-83.45292263951,matched
38456,"89 Telfair Avenue McRae-Helena, GA 31055",13271,Telfair County,32.062330664935,-82.897894500056,matched
59100,"3167 Peachtree Rd. NE (Suite G) Atlanta, GA 30305",13121,Fulton County,33.840926150414,-84.363003162593,matched
65223,"1230 Baxter Street Athens, GA 30606",13059,Clarke County,33.945947291856,-83.404594469054,matched
52849,"120 East Center Blackshear, GA 31516",13229,Pierce County,31.2931,-82.2617,zip_fallback
67582,"2101 Tebeau St Waycross, GA 31501",13299,Ware County,31.2243,-82.3596,zip_fallback
54867,"3350 Riverwood Pkwy SE, Ste 2050 Atlanta, GA 30339",13067,Cobb County,33.87854987301,-84.458812604107,matched
32681,"367 Clear Creek Pkwy Lavonia, GA 30553",13119,Franklin County,34.4528,-83.113,zip_fallback
54386,"55 Whitcher St, Suite 350 Marietta, GA 30060",13067,Cobb County,33.967387821841,-84.551124111879,matched
19506,"1525 Clifton Road Atlanta, GA 30322",13089,DeKalb County,33.79757493566,-84.322765240477,matched
33138,"4 Jackson Blvd Savannah, GA 31405",13051,Chatham County,32.017867223918,-81.114491758245,matched
66772,"285 Boulevard NE, Ste 415 Atlanta, GA 30312",13121,Fulton County,33.759983127533,-84.372002611093,matched
60387,"2100 Riveredge Parkway Suite 400 4th floor Atlanta, GA 303",13121,Fulton County,33.904868588938,-84.439689884019,matched
60387,"2100 Riveredge Parkway, Suite 400 4th Floor Atlanta, GA 30",13121,Fulton County,33.904868588938,-84.439689884019,matched
29309,"95 Collier Rd, Suite 5015 Atlanta, GA 30309",13121,Fulton County,33.808648017208,-84.398409573573,matched
43278,"2124 Candler Rd Decatur, GA 30310",13089,DeKalb County,33.728906964674,-84.280825936385,matched
37230,"655 First St. Macon, GA 31201",13021,Bibb County,32.834190517064,-83.633437289923,matched
69199,"350 Winn Way Decatur, GA 30030",13089,DeKalb County,33.784809826588,-84.279403763443,matched
91974,"5401 Lake Oconee Pkwy Greensboro, GA 30642",13133,Greene County,33.481569315794,-83.239448160563,matched
30228,"821 N. Cobb St. Milledgeville, GA 31061",13009,Baldwin County,33.088298438914,-83.244901214522,matched
31581,"725 Jesse Jewell Pkwy, Suite 200 Gainesville, GA 30501",13139,Hall County,34.292700817886,-83.830270829492,matched
34896,"2525 Williams Rd. Columbus, GA 31909",13215,Muscogee County,32.565959017342,-84.957751670075,matched
53336,"49 Jessie Hill Jr. Drive ste. 127 Atlanta, GA 30303",13121,Fulton County,33.754966657596,-84.380151012256,matched
73906,"1670 Clairmont Rd Decatur, GA 30033",13089,DeKalb County,33.802761390228,-84.310492814735,matched
47306,"80 Jesse Hill Jr. Dr. SE Atlanta, GA 30303",13121,Fulton County,33.754210807515,-84.380395399389,matched
80946,"200 Wisteria Drive Gainsville, GA 30501",13139,Hall County,34.302876877137,-83.814975719016,matched
25341,"9690 Ventana Way Johns Creek, GA 30022",13121,Fulton County,34.015452416393,-84.192413206915,matched
50322,"1300 Uppes Hembree Rd Bldg 100 Suite B Roswell, GA 3007",13121,Fulton County,34.067023842617,-84.321480897436,matched
94395,"2450 Atlanta Hwy Ste.1701 Cumming, GA 30040",13117,Forsyth County,34.160766262076,-84.177786579101,matched
87108,"One West Court Square Decatur, GA 30030",13089,DeKalb County,33.7699,-84.295,zip_fallback
39294,"6105 Peachtree Dunwoody Road Bldg F, Ste 155 Atlanta, GA",13121,Fulton County,33.920551908904,-84.351258606918,matched
39294,"6105 Peachtree Dunwoody Road/Bldg F/Suite 155 Atlanta,",13121,Fulton County,33.920551908904,-84.351258606918,matched
52865,"20 Glenlake Pkwy Sandy Springs, GA 30328",13121,Fulton County,33.940691205461,-84.360907906997,matched
53144,"3886 Princeton lakes Way, #160 Atlanta, Ga 30331",13121,Fulton County,33.659407811159,-84.517015182575,matched
40796,"4000 Shakerag Hill Ste.301 Peachtree City, GA 30269",13113,Fayette County,33.3915,-84.5635,zip_fallback
66550,"4425 Memorial Drive Decatur, GA 30032",13089,DeKalb County,33.776013209325,-84.245279391825,matched
65244,"575 Dacula Rd Dacula, GA 30019",13135,Gwinnett County,34.000675674729,-83.910262119987,matched
26313,"1670 Clairmont Rd Decatur, GA 30033",13089,DeKalb County,33.802761390228,-84.310492814735,matched
56499,"595 Piedmont Ave, Suite 1000 Atlanta, GA 30308",13121,Fulton County,33.7718,-84.3757,zip_fallback
68208,"1000 Medical Center Blvd Lawrenceville, GA 30046",13135,Gwinnett County,33.9496,-83.9942,zip_fallback
53908,"1433 Merriman Lane NE Atlanta, GA 30324",13089,DeKalb County,33.82309919213,-84.341509259246,matched
74137,"303 Parkway Drive NE Atlanta, GA 30312",13121,Fulton County,33.763139020148,-84.37397395054,matched
77322,"1133 Eagle's Landing Pkwy Stockbridge, GA 30281",13151,Henry County,33.5633,-84.2165,zip_fallback
62848,"5100 West St. Covington, GA 30014",13217,Newton County,33.606560687612,-83.867421662435,matched
67826,"445 Winn Way Decatur, GA 30030",13089,DeKalb County,33.787375779142,-84.279252363101,matched
65289,"709 Breedlove Drive Monroe, GA 30655",13297,Walton County,33.782919872576,-83.71972642395,matched
35240,"1512 Bull Street, Unit 6 Savannah, GA 31401",13051,Chatham County,32.061350191174,-81.098532814309,matched
49210,"1 Freedom Way Augusta, GA 30904",13245,Richmond County,33.468379986159,-82.025381262317,matched
42448,"2900 University Pkwy Lawrenceville, GA 30043",13135,Gwinnett County,33.980498169369,-83.980253529894,matched
75297,"10 Glenlake Pkwy, Suite 130 Atlanta, GA 30328",13121,Fulton County,33.941025086287,-84.360813077669,matched
65599,"10 Glenlake Pkwy, Suite 130 Atlanta, GA 30328",13121,Fulton County,33.941025086287,-84.360813077669,matched
64805,"10 Glen Lake Pkwy, #130 Atlanta, Ga 30328",13121,Fulton County,33.941025086287,-84.360813077669,matched
74288,"227 Sandy Springs Place, Suite 434 Sandy Springs, GA 30328",13121,Fulton County,33.921499606886,-84.38174424469,matched
75343,"663 Lanier Park Drive Gainesville, GA 30501",13139,Hall County,34.320536621308,-83.797502403807,matched
71336,"1001 Virginia Ave. Ste.100 Hapeville, GA 30354",13121,Fulton County,33.658936108484,-84.421449122315,matched
4879,"80 Jesse Hill Jr. Dr. SE Atlanta, GA 30303",13121,Fulton County,33.754210807515,-84.380395399389,matched
68118,"652 Barrow Park Drive Winder, GA 30680",13013,Barrow County,33.999156589654,-83.759242098499,matched
68888,"4425 Memorial Drive Decatur, GA 30032",13089,DeKalb County,33.776013209325,-84.245279391825,matched
46856,"2900 University Parkway Lawrenceville, GA 30045",13135,Gwinnett County,33.980498169369,-83.980253529894,matched
70965,"146 CCA Rd Lumpkin, GA 31815",13259,Stewart County,32.037995940479,-84.772449811231,matched
88897,"720 Transit Ave Ste. 101 Canton, GA 30114",13057,Cherokee County,34.2505,-84.4909,zip_fallback
70233,"868 York Ave, SW Atlanta, GA 30310-2750",13121,Fulton County,33.73700008886,-84.416397227497,matched
76216,"4652 Lawrenceville Hwy - Unit 101 Lilburn, GA 30047",13135,Gwinnett County,33.898731143852,-84.136498984812,matched
82841,"2709 S Main Street Moultrie, GA 31768",13071,Colquitt County,31.136735387038,-83.782706105154,matched
65289,"709 Breedlove Dr. Monroe, Ga 30052",13297,Walton County,33.782919872576,-83.71972642395,matched
57725,"367 Athens Hwy (Suite 1800) Loganville, GA 30052",13135,Gwinnett County,33.8769,-83.8968,zip_fallback
76626,"50 Glenlake Parkway Northeast, Suite 200 Sandy Springs, GA",13121,Fulton County,33.939680185436,-84.360656336344,matched
84073,"50 Glenlake Parkway NE Sandy Springs, GA 30328",13121,Fulton County,33.939680185436,-84.360656336344,matched
69897,"550 Peachtree Street Atlanta, GA 30308",13121,Fulton County,33.769677722421,-84.38522147589,matched
35527,"95 Collier Rd, Suite 4045 Atlanta, GA 30309",13121,Fulton County,33.808648017208,-84.398409573573,matched
63140,"1805 N. Tift Avenue, Suite D Tifton, Ga 31794",13277,Tift County,31.470768513168,-83.503033922335,matched
49862,"103 GA Highway 27 E Americus, GA 31709",13261,Sumter County,32.071191220362,-84.20611742697,matched
43915,"1670 Clairmont Rd Decatur, GA 30033",13089,DeKalb County,33.802761390228,-84.310492814735,matched
52899,"4222 Trillium Wood Trl Snellville, GA 30039",13135,Gwinnett County,33.79779762625,-84.036570304195,matched
25306,"10600 Stonefield Landing Johns Creek, GA 30097",13121,Fulton County,34.040182665971,-84.193757387935,matched
41142,"780 Canton Road NE Suite 200 Marietta, GA 30060",13067,Cobb County,33.971033586059,-84.547800829213,matched
35884,"550 Peachtree St NE Atlanta, GA 30308",13121,Fulton County,33.769677722421,-84.38522147589,matched
59005,"119 N Park Trail Stockbridge, GA 30281",13151,Henry County,33.512963689745,-84.230825859085,matched
80316,"5105 Paulsen St Ste.241B Savannah, GA 31405",13051,Chatham County,32.029343395684,-81.096476784692,matched
4579,"106 East Broad St Savannah, GA 31401",13051,Chatham County,32.076391636852,-81.084858766985,matched
49055,"1120 15th Street, Suite AF 2034 Augusta, GA 30912",13245,Richmond County,33.4705,-81.9881,zip_fallback
41929,"200 S Enota Drive NE, Suite 480 Gainesville, GA 30501",13139,Hall County,34.306288742515,-83.817245882921,matched
55095,"400 Mall Blvd Ste.410B Savannah, GA 31406",13051,Chatham County,32.00188995856,-81.110924851272,matched
45814,"512 South Main St, Suite A Hinesville, GA 31313",13179,Liberty County,31.835262192499,-81.5989944364,matched
40103,"85 John Maddox Conn NW Rome, GA 30165",13115,Floyd County,34.275764622903,-85.194518184572,matched
59614,"5400 Bowman Rd Macon, GA 31210",13021,Bibb County,32.924485490824,-83.729595973579,matched
79595,"1825 County Services Parkway Marietta, GA 30008",13067,Cobb County,33.908512431746,-84.582520695538,matched
47663,"1077 S. Main St Madison, GA 30650",13211,Morgan County,33.583960466219,-83.48008326602,matched
30926,"268 Lawrence St. Marietta, GA 30060",13067,Cobb County,33.953106150699,-84.544533735368,matched
29557,"5933 Stewart Parkway Douglasville, GA 30135",13097,Douglas County,33.718915604092,-84.770603888382,matched
71597,"745 Poplar Rd Newnan, GA 30265",13077,Coweta County,33.359277616663,-84.753895512864,matched
36066,"95 Collier Rd, Suite 300 Atlanta, GA 30309",13121,Fulton County,33.808648017208,-84.398409573573,matched
60310,"2310 Parklake Drive Atlanta, GA 30345",13089,DeKalb County,33.853051566708,-84.249359263976,matched
66163,"106 E Broad St. Savannah, GA 31401",13051,Chatham County,32.076391636852,-81.084858766985,matched
21556,"798 Prince Ave Ste.200 Athens, GA 30606",13059,Clarke County,33.961592061761,-83.390440495271,matched
58021,"3150 Howell Mill Rd Atlanta, GA 30327",13121,Fulton County,33.836551129948,-84.419826113356,matched
37926,"107 E Star St Bethlehem, GA 30620",13013,Barrow County,33.931765961718,-83.721462749928,matched
73188,"5163 Thompson Bridge Rd Murrayville, GA 30564",13139,Hall County,34.410982757912,-83.898327748192,matched
49853,"4039 Gateway Blvd. Grovetown, GA 30813",13073,Columbia County,33.479006459067,-82.19629250509,matched
90866,"1120 15th St Ste.BI 5076 Augusta, GA 30912",13245,Richmond County,33.4705,-81.9881,zip_fallback
96067,"976 Killian Hill Road SW - Suite A Liliburn, GA 30047",13135,Gwinnett County,33.868601586368,-84.094666691001,matched
39485,"13 Corporate Blvd NE Suite 200 Brookhaven, GA 30329",13089,DeKalb County,33.835390352509,-84.335362685501,matched
40185,"2160 Fountain Drive, Suite 200 Snellville, GA 30078",13135,Gwinnett County,33.856752003009,-84.029158706749,matched
83276,"3747 Roswell Rd, Suite 107 Marietta, GA 30062",13067,Cobb County,33.979145739704,-84.445482367306,matched
59463,"12389 Crabapple Rd Alpharetta, GA 30004",13121,Fulton County,34.085602529499,-84.354545020769,matched
39459,"4550 Cobb Parkway NW Suite 101 Acworth, Ga 30101",13067,Cobb County,34.060035965162,-84.720826992381,matched
75270,"460 Northside Cherokee Blvd., Suite 450 Canton, Ga 30115",13057,Cherokee County,34.229271421019,-84.460645728863,matched
71205,"20 Glenlake Parkway NE Atlanta, Ga 30328",13121,Fulton County,33.940691205461,-84.360907906997,matched
61838,"6335 Hospital Parkway, Ste 310 John Creek, GA 30097",13121,Fulton County,34.067541400748,-84.175349952972,matched
40895,"306 Shorter Ave NW Rome, GA 30165",13115,Floyd County,34.26350893928,-85.18941416465,matched
