oneline,county_fips,county_name,lat,lon,status
"100 MARKET PLACE BLVD STE 200, CARTERSVILLE, GA, 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 MARKET PLACE BLVD STE 301, CARTERSVILLE, GA, 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 MARKET PLACE BLVD, STE 201, CARTERSVILLE, GA, 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 MARKET PLACE BLVD, SUITE 201, CARTERSVILLE, GA, 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 MEDICAL CENTER BLVD, SUITE 206, LAWRENCEVILLE, GA, 30046",,,,,no_match
"100 MEDICAL PARK WAY, AMERICUS, GA, 31709",13261,Sumter County,32.072715681795,-84.224555230253,matched
"100 MIMOSA DR 2ND FLOOR, THOMASVILLE, GA, 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 MIMOSA DR FL 2, THOMASVILLE, GA, 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 MIMOSA DR FL 3, THOMASVILLE, GA, 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 MIMOSA DR, 2ND FLOOR, THOMASVILLE, GA, 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 MIMOSA DR, THOMASVILLE, GA, 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 MITCHELL RD, FORT OGLETHORP, GA, 30742",13047,Catoosa County,34.948722884246,-85.261926315803,matched
"100 MYRICK RD NW, MILLEDGEVILLE, GA, 31061",13009,Baldwin County,33.165174883024,-83.378611642718,matched
"100 MYRTLE BOULEVARD, GRACEWOOD, GA, 30812",13245,Richmond County,33.36964398822,-82.0278565917,matched
"100 N ABC ST, MILLEDGEVILLE, GA, 31061",,,,,no_match
"100 N MACON ST, MACON, GA, 31210",13021,Bibb County,32.830813486935,-83.725160186649,matched
"100 N POINT CTR E STE 125, ALPHARETTA, GA, 30022",13121,Fulton County,34.045613196239,-84.300702097291,matched
"100 N. ABC STREET, MILLEDGEVILLE, GA, 31061",,,,,no_match
"100 PAGE RD, OCCUPATIONA, ROBINS AIR FOR, GA, 30098",,,,,no_match
"100 PIEDMONT RD NE # 6106, MARIETTA, GA, 30066",13067,Cobb County,34.013754771432,-84.546878152242,matched
"100 PIEDMONT RD NE, MARIETTA, GA, 30066",13067,Cobb County,34.013754771432,-84.546878152242,matched
"100 PIEDMONT RD, MARIETTA, GA, 30066",13067,Cobb County,34.013754771432,-84.546878152242,matched
"100 PIEDMONT RD., MARIETTA, GA, 30066",13067,Cobb County,34.013754771432,-84.546878152242,matched
"100 PLANTATION RIDGE DR APT D, AMERICUS, GA, 31709",13261,Sumter County,32.078148405098,-84.193613314808,matched
"100 PLANTATION RIDGE DRIVE, AMERICUS, GA, 31709",13261,Sumter County,32.078148405098,-84.193613314808,matched
"100 POSTMASTER DR UNIT 594, MCDONOUGH, GA, 30253",13151,Henry County,33.440756612496,-84.13843835842,matched
"100 PROFESSIONAL PARK, SUITE 202, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL STE 110, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL STE 202, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL STE 204, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL STE 310, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL, STE 204, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL, SUITE 202, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 PROFESSIONAL PL, SUITE 207, CARROLLTON, GA, 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 S MADISON ST, THOMASVILLE, GA, 31792",13275,Thomas County,30.836836289816,-83.981030874996,matched
"100 S PEACHTREE PKWY, PEACHTREE CITY, GA, 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"100 STONEFOREST DR STE 230, WOODSTOCK, GA, 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 STONEFOREST DR STE 300, WOODSTOCK, GA, 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 STONEFOREST DR, WOODSTOCK, GA, 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 THREE RIVERS DR NE, STE A, ROME, GA, 30161",13115,Floyd County,34.290211446847,-85.149041771563,matched
"100 TIMBER TRAIL RD, RICHMOND HILL, GA, 31324",13029,Bryan County,31.931053634593,-81.297681593502,matched
"100 UNIVERSITY PARKWAY, MACON, GA, 31206",,,,,no_match
"100 WHEATLEY DR, SUITE 301, AMERICUS, GA, 31709",,,,,no_match
"100 WILLOWBROOK WAY SE, CALHOUN, GA, 30701",13129,Gordon County,34.503128130698,-84.929060573943,matched
"100 ZENA DR, CARTERSVILLE, GA, 30121",13015,Bartow County,34.189896884197,-84.77961318212,matched
"1000 B. NORTH VETERANS BLVD, GLENNVILLE, GA, 30427",13267,Tattnall County,31.950329529127,-81.924208569414,matched
"1000 BROOKSTONE CENTRE PKWY, COLUMBUS, GA, 31904",13215,Muscogee County,32.535700423359,-84.97697466457,matched
"1000 CHASTAIN RD NW # 16, KENNESAW, GA, 30144",13067,Cobb County,34.034494243922,-84.573866644198,matched
"1000 CHASTAIN RD NW, 52, KENNESAW, GA, 30144",13067,Cobb County,34.034494243922,-84.573866644198,matched
"1000 CHASTAIN RD NW, KENNESAW, GA, 30144",13067,Cobb County,34.034494243922,-84.573866644198,matched
"1000 CHASTAIN RD NW, MAILSTOP 52, KENNESAW, GA, 30144",13067,Cobb County,34.034494243922,-84.573866644198,matched
"1000 CLAYTON VILLAGE, CLAYTON STA, MORROW, GA, 30260",,,,,no_match
"1000 COWLES CLINC WAY STE 300, GREENSBORO, GA, 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 COWLES CLINC WAY STE C-100, GREENSBORO, GA, 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 COWLES CLINC WAY STE D-300, GREENSBORO, GA, 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 COWLES CLINC WAY STE M-200, GREENSBORO, GA, 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 COWLES CLINC WAY, SUITE 1, GREENSBORO, GA, 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 DULUTH HWY APT 1104, LAWRENCEVILLE, GA, 30043",13135,Gwinnett County,33.968173199637,-84.035465457905,matched
"1000 HAWTHORNE AVE STE J, ATHENS, GA, 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 HAWTHORNE AVE STE K, ATHENS, GA, 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 HAWTHORNE AVE, SUITE J, ATHENS, GA, 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 HILLCREST PKWY, DUBLIN, GA, 31021",13175,Laurens County,32.547831041298,-82.928509787198,matched
"1000 JOHNSON FERRY RD NE, ATLANTA, GA, 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 JOHNSON FERRY RD, ATLANTA, GA, 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 JOHNSON FERRY RD, SUITE 300, ATLANTA, GA, 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 JOHNSON FERRY RD., N.E., ATLANTA, GA, 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 JOHNSON FERRY ROAD, ATLANTA, GA, 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 JOHNSON FY RD NE # ICU, ATLANTA, GA, 30342",,,,,no_match
"1000 JOHNSON FY RD NE, ATLANTA, GA, 30342",,,,,no_match
"1000 MEDICAL CENTER BLVD, INPATIENT M, LAWRENCEVILLE, GA, 30045",,,,,no_match
"1000 MEDICAL CENTER BLVD, LAWRENCEVILLE, GA, 30045",,,,,no_match
"1000 MEDICAL CENTER BLVD, LAWRENCEVILLE, GA, 30046",,,,,no_match
"1000 NEWTON RD, CAMILLA, GA, 31730",13205,Mitchell County,31.244184660251,-84.237906992693,matched
"1000 PEACHTREE INDUSTRIAL BLVD, SUWANEE, GA, 30024",13135,Gwinnett County,34.048946683537,-84.092205090197,matched
"1000 RIVERBURCH PKWY, DALTON, GA, 30721",,,,,no_match
"1000 TOWNE CENTER BLVD STE 301, POOLER, GA, 31322",13051,Chatham County,32.140535446909,-81.25466114016,matched
"1000 TOWNE CENTER BLVD, SUITE 705, POOLER, GA, 31322",13051,Chatham County,32.140535446909,-81.25466114016,matched
"1000B NORTH VETERANS BOULEVARD, GLENNVILLE, GA, 30427",13267,Tattnall County,31.950329529127,-81.924208569414,matched
"1001 FERNWOOD DR, MILLEDGEVILLE, GA, 31061",13009,Baldwin County,33.113790241536,-83.255789894197,matched
"1001 JOHNSON FERRY RD NE, ATLANTA, GA, 30342",13121,Fulton County,33.90781563884,-84.354913610629,matched
"1001 JOHNSON FERRY RD NE, CHILDRENS R, ATLANTA, GA, 30342",,,,,no_match
"1001 JOHNSON FERRY RD NE, SUITE 500, ATLANTA, GA, 30342",13121,Fulton County,33.90781563884,-84.354913610629,matched
"1001 JOHNSON FERRY RD NE, TRACH DEPEN, ATLANTA, GA, 30342",,,,,no_match
"1001 JOHNSON FERRY RD, ATLANTA, GA, 30342",13121,Fulton County,33.90781563884,-84.354913610629,matched
"1001 JOHNSON FERRY RD, SCOTTISH RI, ATLANTA, GA, 30342",13121,Fulton County,33.90781563884,-84.354913610629,matched
"1001 JOHNSON FERRY ROAD NE, CHILDRENS A, ATLANTA, GA, 30342",13121,Fulton County,33.90781563884,-84.354913610629,matched
"1001 JOHNSON FY RD NE, ATLANTA, GA, 30342",,,,,no_match
"1001 JOHNSON FY RD NE, DEPT OF PHY, ATLANTA, GA, 30342",,,,,no_match
"1001 JOHNSON FY RD NE, SUITE 500, ATLANTA, GA, 30342",,,,,no_match
"1001 LAKE OCONEE CT, STOCKBRIDGE, GA, 30281",13151,Henry County,33.581433546417,-84.241137157944,matched
"1001 MARKET ST STE 16, DALTON, GA, 30720",13313,Whitfield County,34.759531442965,-84.999437416519,matched
"1001 MEMORIAL LN, SAVANNAH, GA, 31410",13051,Chatham County,32.037549374171,-80.991414288217,matched
"1001 WARD ST W, DOUGLAS, GA, 31533",13069,Coffee County,31.509374194789,-82.861900440145,matched
"1001JOHNSON FERRY RD NE, ATLANTA, GA, 30342",13121,Fulton County,33.90781563884,-84.354913610629,matched
"1003 AL ROBERTS RD, SENOIA, GA, 30276",13077,Coweta County,33.222117882047,-84.608936420416,matched
"1003 HALEY WOODS LN, LAWRENCEVILLE, GA, 30043",13135,Gwinnett County,33.970781377396,-84.024518254338,matched
"1003 MARY ST, WAYCROSS, GA, 31503",13299,Ware County,31.210536749045,-82.366216034437,matched
"1003 OAK RD SW STE B, LILBURN, GA, 30047",13135,Gwinnett County,33.883339029486,-84.057843777646,matched
"1003 SHIRLEY AVE, DOUGLAS, GA, 31533",13069,Coffee County,31.498682494438,-82.861898044083,matched
"1004 COMMUNITY RD, GLENNVILLE, GA, 30427",13267,Tattnall County,32.008792271067,-81.89841520308,matched
"1004 MEMORIAL LN, SAVANNAH, GA, 31410",13051,Chatham County,32.03755821305,-80.991561743532,matched
"1004 NEWNAN RD, CARROLLTON, GA, 30116",13045,Carroll County,33.567419476665,-85.046726620173,matched
"1005 BOULDER DR, GRAY, GA, 31032",13169,Jones County,33.001871601592,-83.545790180763,matched
"1005 S WASHINGTON ST, BAINBRIDGE, GA, 39819",13087,Decatur County,30.89541729262,-84.578557026411,matched
"10055 FORD AVE STE 5A, RICHMOND HILL, GA, 31324",13029,Bryan County,31.947424392312,-81.310479959456,matched
"10055 FORD AVE, SUITE 4A, RICHMOND HILL, GA, 31324",13029,Bryan County,31.947424392312,-81.310479959456,matched
"10055 FORD AVE, SUITE 5A, RICHMOND HILL, GA, 31324",13029,Bryan County,31.947424392312,-81.310479959456,matched
"10055 FORD AVENUE, 3A, RICHMOND HILL, GA, 31324",13029,Bryan County,31.947424392312,-81.310479959456,matched
"1006 GREENFIELD DR, TIFTON, GA, 31794",13277,Tift County,31.470109044443,-83.489691701549,matched
"1006 HILLCREST PKWY, DUBLIN, GA, 31021",13175,Laurens County,32.547821256749,-82.928540608527,matched
"1006 MOUNT VERNON RD, VIDALIA, GA, 30474",13279,Toombs County,32.220726898209,-82.427227459707,matched
"1007 E 16TH AVE STE A, CORDELE, GA, 31015",,,,,no_match
"1007 GREENFIELD DR, TIFTON, GA, 31794",13277,Tift County,31.469906040991,-83.489310684294,matched
"1007 MARY ST, WAYCROSS, GA, 31503",13299,Ware County,31.210557069949,-82.366708815955,matched
"1007 MEMORIAL DR, GRIFFIN, GA, 30223",13255,Spalding County,33.246037673575,-84.253457944337,matched
"1007 S MACON ST, JESUP, GA, 31545",13305,Wayne County,31.597199667819,-81.894086666096,matched
"1008 N 3RD AVE, CHATSWORTH, GA, 30705",13213,Murray County,34.779363041424,-84.769620241776,matched
"1009 ALABAMA AVE S, BREMEN, GA, 30110",,,,,no_match
"1009 HWY 41 N, BUENA VISTA, GA, 31803",13197,Marion County,32.332331414589,-84.529126968062,matched
"1009 N MONROE ST STE 102, ALBANY, GA, 31701",13095,Dougherty County,31.590352170831,-84.159110659378,matched
"1009 N MONROE ST, ALBANY, GA, 31701",13095,Dougherty County,31.590352170831,-84.159110659378,matched
"10090 MEDLOCK BRIDGE RD, JOHNS CREEK, GA, 30097",13121,Fulton County,34.028036539983,-84.187424549603,matched
"101 13TH ST STE 200, COLUMBUS, GA, 31901",13215,Muscogee County,32.470565718369,-84.991661257219,matched
"101 13TH ST, COLUMBUS, GA, 31901",13215,Muscogee County,32.470565718369,-84.991661257219,matched
"101 BECKETT LN STE 502, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.480490949647,-84.450742906656,matched
"101 BECKETT LN, STE. 304, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.480490949647,-84.450742906656,matched
"101 BECKETT LN, SUITE 502, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.480490949647,-84.450742906656,matched
"101 BOWENS MILL RD STE H, DOUGLAS, GA, 31533",13069,Coffee County,31.512616396177,-82.871110038688,matched
"101 COBBLESTONE TRCE SE, MOULTRIE, GA, 31788",13071,Colquitt County,31.128020998531,-83.768154994397,matched
"101 DELUXE CIR STE B, THOMASTON, GA, 30286",13293,Upson County,32.909695728591,-84.330202502626,matched
"101 DELUXE CIR, SUITE B, THOMASTON, GA, 30286",13293,Upson County,32.909695728591,-84.330202502626,matched
"101 DEVANT ST, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.449333491564,-84.48369609571,matched
"101 DEVANT ST, SUITE 903, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.449333491564,-84.48369609571,matched
"101 FORNUM DR, GROVETOWN, GA, 30813",13073,Columbia County,33.453689964763,-82.206629942475,matched
"101 FORTUNE WAY, BONAIRE, GA, 31005",13153,Houston County,32.545970503905,-83.616790611098,matched
"101 GATEWAY DRIVE, MACON, GA, 31210",13021,Bibb County,32.927746045938,-83.709570044073,matched
"101 HARRIS INDUSTRIAL BLVD STE A, VIDALIA, GA, 30474",13279,Toombs County,32.204213887939,-82.378687164078,matched
"101 HARRIS INDUSTRIAL BLVD STE C, VIDALIA, GA, 30474",13279,Toombs County,32.204213887939,-82.378687164078,matched
"101 HARRIS INDUSTRIAL BLVD, STE C, VIDALIA, GA, 30474",13279,Toombs County,32.204213887939,-82.378687164078,matched
"101 HARRIS INDUSTRIAL BLVD, SUITE A, VIDALIA, GA, 30474",13279,Toombs County,32.204213887939,-82.378687164078,matched
"101 HARRIS INDUSTRIAL BLVD, VIDALIA, GA, 30474",13279,Toombs County,32.204213887939,-82.378687164078,matched
"101 HICKORY CT, BYRON, GA, 31008",,,,,no_match
"101 HOUSTON ST, BARNESVILLE, GA, 30204",13171,Lamar County,33.051217119505,-84.157389254324,matched
"101 KINGTON LN, CHICKAMAUGA, GA, 30707",,,,,no_match
"101 LAKE OCONEE PKWY, EATONTON, GA, 31024",13237,Putnam County,33.379598592576,-83.209630647001,matched
"101 LEXINGTON CIR, PEACHTREE CITY, GA, 30269",13113,Fayette County,33.422373860868,-84.558794517079,matched
"101 MARIETTA ST NW STE 350, ATLANTA, GA, 30303",13121,Fulton County,33.756518308381,-84.392105638758,matched
"101 MARIETTA ST NW, ATLANTA, GA, 30303",13121,Fulton County,33.756518308381,-84.392105638758,matched
"101 MARIETTA ST NW, STE 350, ATLANTA, GA, 30303",13121,Fulton County,33.756518308381,-84.392105638758,matched
"101 MAYO ST, SUITE B, AMERICUS, GA, 31709",13261,Sumter County,32.074358659419,-84.220775656867,matched
"101 MCFARLAND RD, LOOKOUT MOUNTA, GA, 30750",13295,Walker County,34.976753048963,-85.358036373781,matched
"101 MOUNT PILOT COURT, WARNER ROBINS, GA, 31088",13153,Houston County,32.558700340671,-83.670102318481,matched
"101 OAKLAND CROSSING DR, LEESBURG, GA, 31763",13177,Lee County,31.697789093142,-84.219915584296,matched
"101 PRESTON CT STE 103, MACON, GA, 31210",13021,Bibb County,32.937007009891,-83.730412953904,matched
"101 PRESTON CT, MACON, GA, 31210",13021,Bibb County,32.937007009891,-83.730412953904,matched
"101 QUARTZ DR STE 103, VILLA RICA, GA, 30180",13097,Douglas County,33.730416910585,-84.899876865764,matched
"101 QUARTZ DR STE 103B, VILLA RICA, GA, 30180",13097,Douglas County,33.730416910585,-84.899876865764,matched
"101 QUARTZ DR STE 201, VILLA RICA, GA, 30180",13097,Douglas County,33.730416910585,-84.899876865764,matched
"101 QUARTZ DR, VILLA RICA, GA, 30180",13097,Douglas County,33.730416910585,-84.899876865764,matched
"101 REGENCY PARK DR STE 140, MCDONOUGH, GA, 30253",13151,Henry County,33.433667329804,-84.171660032966,matched
"101 REGENCY PARK DR, MCDONOUGH, GA, 30253",13151,Henry County,33.433667329804,-84.171660032966,matched
"101 REGENCY PARK DR, SUITE 140, MCDONOUGH, GA, 30253",13151,Henry County,33.433667329804,-84.171660032966,matched
"101 RIVERSTONE VIS STE 102, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 RIVERSTONE VIS STE 111, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 RIVERSTONE VIS STE 206, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 RIVERSTONE VIS STE 206101, BLUE RIDGE, GA, 30513",,,,,no_match
"101 RIVERSTONE VIS STE 215, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 RIVERSTONE VIS, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 RIVERSTONE VIS, SUITE 111, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 RIVERSTONE VIS, SUITE 205, BLUE RIDGE, GA, 30513",13111,Fannin County,34.911135668089,-84.323833686364,matched
"101 SADDLECLUB WAY, GUYTON, GA, 31312",13103,Effingham County,32.231676249349,-81.273094251162,matched
"101 SAINT JOSEPHS CANDLER DR, POOLER, GA, 31322",,,,,no_match
"101 SOUTHSHORE CT, BONAIRE, GA, 31005",13153,Houston County,32.532052651643,-83.572669828205,matched
"101 ST. JOSEPH'S CANDLER DRIVE, SUITE 200, POOLER, GA, 31322",,,,,no_match
"101 TARA COMMONS DR, LOGANVILLE, GA, 30052",13297,Walton County,33.820172409694,-83.877109571106,matched
"101 W MULBERRY BLVD STE 100, SAVANNAH, GA, 31407",13051,Chatham County,32.14588119753,-81.247121516687,matched
"101 W NORTHISDE DR, BLDG G, VALDOSTA, GA, 31602",13185,Lowndes County,30.869251171725,-83.290363097709,matched
"101 W NORTHSIDE DR, VALDOSTA, GA, 31602",13185,Lowndes County,30.869251171725,-83.290363097709,matched
"101 W PONCE DE LEON AVE # 242, DECATUR, GA, 30030",13089,DeKalb County,33.775636524655,-84.297166812545,matched
"101 W PONCE DE LEON AVE, #242, DECATUR, GA, 30030",13089,DeKalb County,33.775636524655,-84.297166812545,matched
"101 W PONCE DE LEON AVE, DECATUR, GA, 30030",13089,DeKalb County,33.775636524655,-84.297166812545,matched
"101 W PONCE DE LEON AVE, SUITE #242, DECATUR, GA, 30030",13089,DeKalb County,33.775636524655,-84.297166812545,matched
"101 W PONCE DE LEON AVE, SUITE 242, DECATUR, GA, 30030",13089,DeKalb County,33.775636524655,-84.297166812545,matched
"101 WATSON DR STE B, JEFFERSONVILLE, GA, 31044",,,,,no_match
"101 WATSON DR, JEFFERSONVILLE, GA, 31044",,,,,no_match
"101 WATSON ST NW, ROME, GA, 30165",13115,Floyd County,34.271299100722,-85.215677209748,matched
"101 WILLIE LEE PKWY STE 400, WARNER ROBINS, GA, 31088",13153,Houston County,32.613524768025,-83.695029333498,matched
"101 WOODRUFF CIR, RM 1014, ATLANTA, GA, 30322",,,,,no_match
"101 WOODRUFF CIRCLE SUITE 2101, ATLANTA, GA, 30322",,,,,no_match
"101 YELLOW JACKET DR, CALHOUN, GA, 30701",13129,Gordon County,34.498090447954,-84.957880864182,matched
"101 YORKTOWN DR STE 100, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.448202931031,-84.479182456129,matched
"101 YORKTOWN DR STE 102, FAYETTEVILLE, GA, 30214",13113,Fayette County,33.448202931031,-84.479182456129,matched
