oneline,county_fips,county_name,lat,lon,status
"10 Third Street Suite 201 Jackson, GA 30233",13035,Butts County,33.294323041196,-83.967186530528,matched
"100 Blue Fin Circle, Suite 7 Savannah, GA 31410",13051,Chatham County,32.031652109981,-80.964742218934,matched
"100 Blue Finn Cir Ste 7 Savannah, GA 31410",13051,Chatham County,32.031652109981,-80.964742218934,matched
"100 Brampton Ave Suite 2D-2 Stateboro, GA 30458",13031,Bulloch County,32.413089701911,-81.767263449253,matched
"100 Brampton Ave., Suite 2D-1 Statesboro, GA 30458",13031,Bulloch County,32.413089701911,-81.767263449253,matched
"100 Braxton Court Fayetteville, GA 30214",13113,Fayette County,33.447673985211,-84.462210590687,matched
"100 COLLEGE AVE SE GAINESVILLE, GA 30501",13139,Hall County,34.295553386114,-83.823601397781,matched
"100 Chastain Rd., Hse 52 #5200 Kennesaw, GA 30144",13067,Cobb County,34.034367001366,-84.552362907797,matched
"100 College Ave SE Gainesville, GA 30501",13139,Hall County,34.295553386114,-83.823601397781,matched
"100 Crescent Centre Pkwy Suite 220 Tucker, GA 30084",13089,DeKalb County,33.838211231067,-84.247651314278,matched
"100 Cross Crescent circle Fort Oglethorpe, GA 30742",,,,,no_match
"100 Dawson Commons Circle, Suite 140 Dawsonville, GA 30",13085,Dawson County,34.388108637519,-83.988249557781,matched
"100 Doctors Dr Suite G Douglas, Ga 31533",,,,,no_match
"100 Doctors Drive Douglas, GA 31533",,,,,no_match
"100 Doctors Drive Suite G Douglas, GA 31533",,,,,no_match
"100 Doctors Drive, Suite 104 Douglas, GA 31533",,,,,no_match
"100 Doctors Drive, Suite I Douglas, GA 31533",,,,,no_match
"100 Duplainville The Rock, GA 30286",,,,,no_match
"100 Eagles Walk Stockbridge, GA 30281",13151,Henry County,33.513033469352,-84.22929472003,matched
"100 First Court Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 First Ct Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 First Ct Columbus, Ga 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 First Ct. Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 Frist Court Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 Frist Court Columbus, Ga 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 Frist Ct Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 Frist Ct. Columbus, GA 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 Frist Ct. Columbus, Ga 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 Genevieve Court, Suite A Fayetteville, GA 30215",,,,,no_match
"100 Genevieve Ct. Peachtree City, Ga 30269",13113,Fayette County,33.430586678703,-84.555374185351,matched
"100 Glenn Bass Rd LaGrange, GA 30240",13285,Troup County,32.996284746373,-85.047865873277,matched
"100 Glenn Bass Rd. Lagrange, GA 30240",13285,Troup County,32.996284746373,-85.047865873277,matched
"100 Glenn Bass Road LaGrange, GA 30240",13285,Troup County,32.996284746373,-85.047865873277,matched
"100 Gross Crescent Cir Fort Oglethrope, GA 30742",,,,,no_match
"100 Gross Crescent Cir, Emer Dept Ft Oglethorpe, GA 30742",,,,,no_match
"100 Gross Crescent Circle Fort Oglethorpe, GA 30742",,,,,no_match
"100 Gross Crescent Circle Ft. Ogelthorpe, GA 30742",,,,,no_match
"100 Gross Crescent Circle Ft. Oglethorpe, GA 30742",,,,,no_match
"100 Gross Crescent Circle Ft. Oglethrope, GA 30742",,,,,no_match
"100 Gross Crescent Cr. Ft. Oglethorpe, GA 30742",,,,,no_match
"100 Gross Cresecent Circle Fort Oglethorpe, GA 30742",,,,,no_match
"100 Hadden Hall Drive Macon, GA 31210",13207,Monroe County,32.963910956092,-83.718519026697,matched
"100 Hospital Court Calhoun, GA 30701",,,,,no_match
"100 Hospital Ct Calhoun, GA 30701",,,,,no_match
"100 Hwy. 18 West Barnesville, GA 30204",,,,,no_match
"100 Jim Mason Ct, Suite A Warner Robins, Ga 31088",,,,,no_match
"100 Kimball Place Ste 570 Alpharetta, GA 30009",,,,,no_match
"100 Lacy St NW Suite 150 Marietta, GA 30060",13067,Cobb County,33.966522431946,-84.55535026939,matched
"100 Lacy St Ste.150 Marietta, GA 30060",13067,Cobb County,33.966522431946,-84.55535026939,matched
"100 Lacy St, Ste 150 Marietta, GA 30060",13067,Cobb County,33.966522431946,-84.55535026939,matched
"100 Lakeshore Suite B St. Marys, GA 31558",13039,Camden County,30.781178876191,-81.616342693971,matched
"100 Line Creek Pkwy Peachtree City, GA 30269",13113,Fayette County,33.395690271414,-84.60192484402,matched
"100 Main Street, Annex II Garden City, GA 31408",13051,Chatham County,32.117120801935,-81.148757254199,matched
"100 Market Place Blvd Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd Ste Suite 207 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd Suite 200 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd, Suite 200 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd, Suite 201 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd. Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd. Suite 200 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd. ste 201 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd., Suite 200 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Market Place Blvd., Suite 201 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Marketplace Blvd. ste. 201 Cartersville, GA 30121",13015,Bartow County,34.200034802655,-84.792225896562,matched
"100 Medical Dr Suite 300 Dublin, GA 31021",,,,,no_match
"100 Medical Drive Ste 300 Dublin, GA 31021",,,,,no_match
"100 Medical Drive, Suite 300 Dublin, GA 31021",,,,,no_match
"100 Medical Park Way Americus, GA 31709",13261,Sumter County,32.072715681795,-84.224555230253,matched
"100 Mimosa Dr Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Dr, 2nd Floor Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Dr, Ste 2nd Floor Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Dr, Suite 1-L Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Dr. Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Drive (2nd Floor) Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Drive 2nd Floor Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Drive Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Drive, 2nd Floor Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Drive, 3rd Floor Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mimosa Drive, Ste 1R Thomasville, GA 31792",13275,Thomas County,30.826349346879,-83.96999896529,matched
"100 Mitchell Rd Fort Oglethopre, GA 30742",13047,Catoosa County,34.948722884246,-85.261926315803,matched
"100 Mitchell Road Fort Oglethorpe, GA 30742",13047,Catoosa County,34.948722884246,-85.261926315803,matched
"100 Mitchell Road Fort Oglethorpe, GA 30752",13047,Catoosa County,34.948722884246,-85.261926315803,matched
"100 Myrtle Blvd Gracewood, GA 30812",13245,Richmond County,33.36964398822,-82.0278565917,matched
"100 Myrtle Blvd Gracewood, Ga 30812",13245,Richmond County,33.36964398822,-82.0278565917,matched
"100 Myrtle Blvd. Gracewood, GA 30812",13245,Richmond County,33.36964398822,-82.0278565917,matched
"100 Myrtle Blvd., Gracewood, Ga 30812",13245,Richmond County,33.36964398822,-82.0278565917,matched
"100 Old Ball Ground Hwy., Suite B Canton, Ga 30114",13057,Cherokee County,34.245461461121,-84.482305223223,matched
"100 Old Ballground Hwy Suite B Canton, GA 30114",13057,Cherokee County,34.245461461121,-84.482305223223,matched
"100 Peters Street (Suite 38) Calhoun, GA 30701",13129,Gordon County,34.490144420641,-84.945697933159,matched
"100 Peters Street Suite 38 Calhoun, GA 30701",13129,Gordon County,34.490144420641,-84.945697933159,matched
"100 Plantation Dr. Suite D Americus, GA 31707",13261,Sumter County,32.078148405098,-84.193613314808,matched
"100 Plantation Ridge Drive Americus, GA 31709",13261,Sumter County,32.078148405098,-84.193613314808,matched
"100 Professional Park, Suite 204 Carrollton, GA 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 Professional Park, Suite 301 Carrollton, GA 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 Professional Place ste. 204 Carrollton, GA 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 Professional Place, Suite 204 Carrollton, GA 20117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 Professional Place, Suite 204 Carrollton, GA 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 Professional Place, Suite 301 Carrollton, GA 30117",13045,Carroll County,33.572136220992,-85.073899953733,matched
"100 S Peachtree Pkwy Peachtree City, GA 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"100 S. Madison Street Thomasville, GA 31792",13275,Thomas County,30.836836289816,-83.981030874996,matched
"100 S. Peachtree Pkwy Peachtree City, GA 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"100 S. Peachtree Pkwy Peachtree City, Ga 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"100 Shirley Ave Douglas, GA 31533",13069,Coffee County,31.50920490892,-82.861428324903,matched
"100 South Peachtree Parkway Peachtree City, GA 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"100 South Peachtree Pkwy Peachtree City, GA 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"100 Spring Harbor Dr Columbus, GA 31904",13215,Muscogee County,32.548409602645,-84.99743741983,matched
"100 Stone Forest Drive Suite 230 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stone Forest Drive, Ste 240 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stone Forest Drive, Suite 130 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stone Forest Drive, Suite 300 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stonecrest Dr., Suite 230 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stoneforest Drive Suite 201 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stoneforest Drive Suite 230 Woodstock, GA 30189",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Stoneforrest Drive Ste 230 Woodstock, GA 30188",13057,Cherokee County,34.103808251622,-84.539013785568,matched
"100 Timber Trail Rd Suite 104 Richmond Hill, GA 31324",13029,Bryan County,31.931053634593,-81.297681593502,matched
"100 Timber Trail Road, Suite 104 Richmond Hill, GA 31324",13029,Bryan County,31.931053634593,-81.297681593502,matched
"100 University Pkwy Macon, GA 31206",,,,,no_match
"100 Willow Brook Way Calhoun, GA 30701-2101",13129,Gordon County,34.503128130698,-84.929060573943,matched
"100 first Ct. Columbus, Ga 31909",13215,Muscogee County,32.536045102359,-84.954715739147,matched
"100 s. Peachtree Parkway Peachtree City, GA 30269",13113,Fayette County,33.407543645472,-84.568817822101,matched
"1000 Abernathy Road NE (Suite L-3) Atlanta, GA 30328",13121,Fulton County,33.933389820711,-84.354375240069,matched
"1000 B. N Veterans Blvd Glennville, GA 30427",13267,Tattnall County,31.950329529127,-81.924208569414,matched
"1000 Blue Ridge Drive Mc Caysville, Ga 30555",13111,Fannin County,34.975969568559,-84.371573286059,matched
"1000 Briarcliff Road NE Atlanta, GA 30306",13089,DeKalb County,33.781740804452,-84.343753799692,matched
"1000 Brookstone Ctr Pkwy Columbus, GA 31904",13215,Muscogee County,32.535700423359,-84.97697466457,matched
"1000 Centere Brook Ct Columbus, GA 31904",13215,Muscogee County,32.538041224862,-84.979917630533,matched
"1000 Chastain Rd, House 52 Kennesaw, Ga 30144",13067,Cobb County,34.032012664605,-84.581228204084,matched
"1000 Commerce Dr Suite 300 Peachtree City, GA 30269",,,,,no_match
"1000 Commerce Dr, Ste 300 Peachtree City, GA 30269",,,,,no_match
"1000 Cowles Clinic Way (Suite D-300) Greensboro, GA 3064",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 Cowles Clinic Way Greensboro, GA 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 Cowles Clinic Way, Suite 300 Greensboro, Ga 30642",13133,Greene County,33.45059143906,-83.233265915455,matched
"1000 Dorset Rd Port Wentworth, GA 31407",13051,Chatham County,32.15044307935,-81.166038201864,matched
"1000 Eagles Landing Parkway Stockbridge, GA 30281",13151,Henry County,33.513149729421,-84.214744951081,matched
"1000 Hawthorn Drive, Ste G Athens, GA 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 Hawthorne Ave Athens, GA 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 Hawthorne Ave, Suite G Athens, GA 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 Hawthorne Ave, Suite J Athens, GA 30606",13059,Clarke County,33.969428704614,-83.414081153691,matched
"1000 JOHNSON FERRY RD NE ATLANTA, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd (ER) Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd (Suite ER) Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd NE Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd NE Suite 500 Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd NE, Ste 340 Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd, Emer Dept Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd, NE Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd, Radiology Dept Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd, Suite B155 Marietta, GA 30068",13067,Cobb County,33.97384376196,-84.413494638448,matched
"1000 Johnson Ferry Rd, Suite E-200 Marietta, GA 30068",13067,Cobb County,33.97384376196,-84.413494638448,matched
"1000 Johnson Ferry Rd. Atlanta, GA 30046",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd. Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd. N.E. Atlanta, GA 30342-1611",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd. NE Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Rd. NE Atlanta, Ga 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road NE Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road NE Atlanta, Ga 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road NE, IMS Office Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road, NE Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road, Radiolgy Dept. Atlanta, GA 30342",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road, Radiology Dept. Atlanta, GA 3034",13121,Fulton County,33.907930196631,-84.354916953672,matched
"1000 Johnson Ferry Road, Suite B155 Marietta, GA 30068",13067,Cobb County,33.97384376196,-84.413494638448,matched
"1000 MEDICAL CENTER BLVD LAWRENCEVILLE, GA 30046",,,,,no_match
"1000 Medcal Center Blvd. Lawrenceville, GA 30046",,,,,no_match
"1000 Medical Center Blvd Lawerence, GA 30046",,,,,no_match
"1000 Medical Center Blvd Lawerenceville, GA 30046",,,,,no_match
"1000 Medical Center Blvd Lawerencville, GA 30046",,,,,no_match
"1000 Medical Center Blvd Lawrenceville, GA 30045",,,,,no_match
"1000 Medical Center Blvd Lawrenceville, GA 30046",,,,,no_match
"1000 Medical Center Blvd Lawrenceville, Ga 30046",,,,,no_match
"1000 Medical Center Blvd, Emer Dept Lawrenceville, GA 300",,,,,no_match
"1000 Medical Center Blvd. Lawrencevilla, Ga 30046",,,,,no_match
"1000 Medical Center Blvd. Lawrenceville, GA 30046",,,,,no_match
"1000 Medical Center Blvd. Lawrenceville, Ga 30046",,,,,no_match
"1000 Medical Center Boulevard Lawerenceville, GA 30046",,,,,no_match
"1000 Medical Center Lawrenceville, GA 30046",,,,,no_match
"1000 Medical Ctr Blv Lawrenceville, G 30046",,,,,no_match
"1000 Medical Ctr Blvd Lawrenceville, GA 30045",,,,,no_match
"1000 N Veterans Blvd Glennville, GA 30427",13267,Tattnall County,31.950329529127,-81.924208569414,matched
"1000 N. Veterans Blvd Glennville, GA 30427",13267,Tattnall County,31.950329529127,-81.924208569414,matched
"1000 Newton Rd Camilla, GA 31730",13205,Mitchell County,31.244184660251,-84.237906992693,matched
"1000 Newton Rd. Camilla, GA 31730",13205,Mitchell County,31.244184660251,-84.237906992693,matched
"1000 Parkwood Circle Atlanta, GA 30339",13067,Cobb County,33.903323435287,-84.459663026496,matched
"1000 Parkwood Circle Suite 900 Atlanta, GA 30339",13067,Cobb County,33.903323435287,-84.459663026496,matched
"1000 Parkwood Circle, Ste 900 Atlanta, GA 30339",13067,Cobb County,33.903323435287,-84.459663026496,matched
"1000 Parkwood Circle, Suite 900 Atlanta, Ga 30339",13067,Cobb County,33.903323435287,-84.459663026496,matched
"1000 Parkwood Cr. Ste. 900 Atlanta, Ga 30339",13067,Cobb County,33.903323435287,-84.459663026496,matched
"1000 Riverburch Pkwy Dalton, GA 30721",,,,,no_match
"1000 Riverburch Pkwy. Dalton, GA 30721",,,,,no_match
"1000 Towne Center Blvd Pooler, GA 31322",13051,Chatham County,32.140535446909,-81.25466114016,matched
